RWC5R2HJ7NKKSIRRIQGB3BDWHLIJTQQY | Krokodil | Ethnologisches Museum; Staatliche Museen zu Berlin; Stiftung Preußischer Kulturbesitz | Tierfigur aus Ton | Brasilien; Mato Grosso; Berlin
EQ2WSWJ4D5IN6BK6IZNIVGEFNBAVLGWD | Herr Krokodil, Familie Bär, die fallen über's Essen her. | Universitätsbibliothek Bielefeld | Illustration | 
IIOTZI5DBHOE66W7OQARTI5TD32YVKT6 | Neuntes Kapitel. Fischende Milane. Die Wasserantilope und das Krokodil. | Universitätsbibliothek Bielefeld | Kapitel | 
JM4KFDU7Z2YF5CRE6UBEOL57BS6IQ2M7 | Sechsunddreißigstes Kapitel. Von Haifischen udn Krokodilen. Jagdaussichten. Rüstigs Geschichte. | Universitätsbibliothek Bielefeld | Kapitel | 
KP6GZHL7EGECXH3R6IYL73ELZEZ7V6LC | De neef van den krokodil schrijft iets als inleiding | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Kapitel | 
PRRE6AJQ7HMBHGOTYXW7G6DVGGJZGKLM | Untersuchungen über den Processus uncinatus der Vögel und Krokodile | Bayerische Staatsbibliothek | Hochschulschrift | Göttingen; München
R4VNNBORHY44FNIPKVKLRXBKDVYVNOSP | Untersuchungen über die Entwickelung und den Körperbau der Krokodile | Bayerische Staatsbibliothek | Text | Braunschweig; München
VQLBFO7JYX2SLMQMFHZEQ6L7LB5N4THA | WHW-Abzeichen, Kasperlefiguren: Krokodil, 4. Reichsstraßensammlung vom Dezember 1940 | Stiftung Deutsches Historisches Museum | Abzeichen | Berlin
GVVOYYYOAOAHUE7XKZLVNV7LPRS4XREY | Kollision KROKODIL mit deutschem Motorschiff DINKLAGE in Brunsbüttel, 9. Dez. 1963 | Bundesarchiv | Akte | 
QBPNAUJHL7V3NCSBL37KLJCNJLS44QFW | Die Krokodilhaut : ein wichtiger Merkmalträger bei d. Identifizierung von Krokodil-Arten | Deutsche Nationalbibliothek | Bestimmungsbuch; Bibliografie | Darmstadt; Frankfurt am Main
NILGH7VQGAQ2YTD5AWNFUSQHGYTNJKTS | Männer mit gejagtem Krokodil auf dem Flussdampfer "Omdurman" [Reise nach dem Sudan, Band 1] | Leibniz-Institut für Länderkunde e. V. | Fotografie | Leipzig
MW2AXSJZFUAS7ZAPACRYD422VOOX5WMJ | Der Klub der Krokodile : alles über Alligatoren, Kaimane und Co. | Deutsche Nationalbibliothek | Sachbilderbuch; Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Tiere, Pflanzen, Natur, Umwelt | München; Frankfurt am Main
2TXLQJTHIHXSPPOCCTHXQNIVJZQUBXUG | Krokodile fliegen nicht : Satiren aus Wien | Deutsche Nationalbibliothek |  | München; Frankfurt am Main
3FE6LFULX73A6V4YNDFYY3GBH3RT4YW6 | Stillleben mit ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
3TJBGLCWIPO7PIGMDWURURHAGNA3QYKO | Das Krokodil : Sowjet. Satiren u. Humoresken | Deutsche Nationalbibliothek |  | München; Frankfurt am Main
43CFDP3UTBVQPINAZL3HTWZUCKQ6NIHA | Afrikanische Kunst: Krokodil aus Holz, handgeschnitzt | Archive in NRW; Evangelische Kirche von Westfalen. Landeskirchliches Archiv | Sachakte | 
4XQJSNXM7IMEO7KKJRARU3J7RVEPKIPH | Die Jagd nach dem gelben Krokodil | Deutsche Nationalbibliothek |  | Ravensburg; Frankfurt am Main
62G3PAPPSJTM6TEQA2HIYSYJX3254HJI | Stillleben mit ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
6A5Z7V7U5WJF6AEMR3QSKLYN76HDS33L | Tierpark Friedrichsfelde; neues Terrarium; Krokodile (Lichtenberg) | Landesarchiv Berlin | Archivale | 
6FZDJODU3VORCWKLJRK76LXCANP6T4YG | Die Jagd nach dem gelben Krokodil | Deutsche Nationalbibliothek |  | Ravensburg; Frankfurt am Main
75TRSZ2P6QYQ4AXROFANQI3OP45D6EFD | Das weiße Krokodil : Gereimtes für Kinder | Deutsche Nationalbibliothek | Anthologie; Kinderbuch | Lage-Hörste; Frankfurt am Main
7ZILZOFR332TBZTQ3JKRUWIKFYMG43HJ | Käfer, Katze, Krokodil : 100 tolle Tiere | Deutsche Nationalbibliothek | Sachbilderbuch | Hildesheim; Frankfurt am Main
AEZURVXE7WDTQRKK3VYNPUDIF6VQGV4J | Im Canyon der reißenden Krokodile [Rundfunkfassung] | Münchner Stadtbibliothek / Monacensia im Hildebrandhaus - Literaturarchiv | Archivale | 
AGRRVHXBQGXSWXABHO52VHDQEATGPM22 | Die Jagd nach dem gelben Krokodil | Deutsche Nationalbibliothek |  | Ravensburg; Frankfurt am Main
AOCJREYIA4724V76ZGU63X6TEVN56UBG | Putenwurst, aber vom Krokodil : fünfundzwanzig Dramolette | Deutsche Nationalbibliothek | Dramatik; Theaterstück | Wien; Frankfurt am Main
D427COCXG3QAVS4QNWDHB553RCDK2VRJ | Das verpasste Krokodil : Geschichten und Feuilletons | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
GF6IETGZ6253WHJX67T7YUQCHS2L6A2E | Das Haus der Krokodile : eine Kriminalgeschichte | Deutsche Nationalbibliothek | Kinderbuch | Recklinghausen; Frankfurt am Main
GKZPOST6ZFNQEPTIALTUZURG3ZSKMRH7 | Stillleben mit ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
L3KSGVVPWCZC6WYVSO6EVZPXM6RRORTV | Das patentierte Krokodil und andere Tiergeschichten | Deutsche Nationalbibliothek |  | Reinbek bei Hamburg; Frankfurt am Main
MFNV7R6MZ4XPC5GWIJQYYSMPZZ5RER4K | Ein Krokodil aus dem fernen Urwald | Archive in NRW; Kreisarchiv Viersen | Zeitungsausschnitt | 
NAFEMUX4BJIQZAIELZU7I3HAUFABPQAO | Die Jagd nach dem gelben Krokodil | Deutsche Nationalbibliothek |  | Ravensburg; Frankfurt am Main
NH5DRHV4HSSEYYFIOZTMBY35DS6KXULL | Stillleben mit ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
NLXPTUAVEG4LGJEHGWAXZ6QHJX56OPE2 | Das verpasste Krokodil : Geschichten und Feuilletons | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
PEEW76EZ3R437VNFR2HDC6XKWEWUNQ4R | Die Jagd nach dem gelben Krokodil | Deutsche Nationalbibliothek |  | Bayreuth; Frankfurt am Main
PHJYIXCYWIXXSH6QI2IQ7DHHBEAJROGW | Fabio Geda, Im Meer schwimmen Krokodile | Deutsche Nationalbibliothek | Lehrmittel | Bamberg; Frankfurt am Main
PPTEEWTCO7AAXC3CVDNR7YJOX5GR3G6P | Kauf mir doch ein Krokodil : Geschichten | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
PRA4W4R7RPQ7UCWA5AFEL33TF5Q76YKD | Tierpark Friedrichsfelde; neues Terrarium; Krokodile (Lichtenberg) | Landesarchiv Berlin | Archivale | 
QSHOQXWOOZFHJL47BR664JIZ34ZQKSRM | Die Jagd nach dem gelben Krokodil | Deutsche Nationalbibliothek |  | Ravensburg; Frankfurt am Main
R5BR67SWQ5R3IKJXFIGFYTE6LZKT2YCT | Robinson, Freitag und das Krokodil : Satiren | Deutsche Nationalbibliothek |  | München; Wien; Frankfurt am Main
RSHCNGXAJ4WMQVS4FHF3ZVWML3RDG36G | Das Haus der Krokodile : e. Kriminalgeschichte | Deutsche Nationalbibliothek | Kinderbuch | Recklinghausen; Frankfurt am Main
RTSKMWJMVVYKOFLEWL5B347CGOJ4IS5T | Schnüffelnase Bella Tausendfuss, [...]. Das silberne Krokodil | Deutsche Nationalbibliothek |  | Menden/Sauerland; Frankfurt am Main
S2CH7PMMIEMQEJWVIE43KAAOFFQJX5BN | Das Schicksal ein schwarzes Krokodil : Lyrik | Deutsche Nationalbibliothek | Anthologie; Lyrik | Innsbruck; Frankfurt am Main
SKEV2LTHT2DDMTI2MS7Q5VAUCMRZAUUE | 125 Jahre Vergnügtes Krokodil zu Münster | Archive in NRW; Stadtarchiv Münster | Archivale | 
T63AUIRTBM7CZNHBWMSL2FF4SCX4NROW | Das musikalische Krokodil und andere Kasperltheaterstücke | Deutsche Nationalbibliothek |  | Oldenburg; Frankfurt am Main
TFV7I3BOQNXBVTXFCM32UOINTR74TFUS | Das Haus der Krokodile : e. Kriminalgeschichte | Deutsche Nationalbibliothek | Kinderbuch | München; Frankfurt am Main
TI6CKPTMORHKUIL3HXACPFYQGXR6AVMP | Krokodile fliegen nicht : Satiren aus Wien | Deutsche Nationalbibliothek |  | Wien, München; Frankfurt am Main
V5FEZTG2PCYJBMN266OHENK57XNZEEME | Die Fütterung der Krokodile : Ansichten, Einsichten | Deutsche Nationalbibliothek |  | München, Wien; Frankfurt am Main
VIXOOJ2KQB7RXM7Q4XRVS6NEQ2CYTR7K | Das Haus der Krokodile : eine Kriminalgeschichte | Deutsche Nationalbibliothek | Kinderbuch | München; Frankfurt am Main
WKGBETWCCYAO4I3MUTP4FGTZLGCSIJXK | Das patentierte Krokodil und andere Tiergeschichten | Deutsche Nationalbibliothek |  | Reinbek bei Hamburg; Frankfurt am Main
WT7EAKMDVGCRHGJVWRGZMATYLUHATBYC | Die Terrarientiere, 3.. Krokodile und Schlangen | Deutsche Nationalbibliothek |  | Stuttgart (Hohenheim); Frankfurt am Main
WV4M5EWFUTVN5OTDJV5TR2SBUP5375WP | Stillleben mit ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
Y4IM6TXG4MWVOZWWM22RIE3CI3EC4YGA | Die Jagd nach dem gelben Krokodil | Deutsche Nationalbibliothek |  | Ravensburg; Frankfurt am Main
YCQP7H7CVYTWBC3DU74OMWIVMEWI22QE | Kauf mir doch ein Krokodil : Geschichten | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
Z7ET3D3XRCECSFXCNECVUBJT3RQ5V47A | Der Mann und das Krokodil ( 402 ) | Universitätsarchiv der Albert-Ludwigs-Universität Freiburg; Albert-Ludwigs-Universität Freiburg | Sachakte | 
JVBI34XRL2SR2YJWIMG3RVKI6VJFEIAH | Sowjetische Satire-Zeitschrift "Krokodil" mit einer Titelkarikatur auf die Einverleibung der baltischen Republiken in die Sowjetunion | Stiftung Deutsches Historisches Museum | Zeitschrift | Moskau; Berlin
5YD2BLHXRBKFF4TH3WZMKDJPOEUSV7NG | Die Krokodile : Elektroloks der SBB, ÖBB, RhB und DB | Deutsche Nationalbibliothek |  | Deutschland; Schweiz; Österreich; Stuttgart; Frankfurt am Main
VBFUGNAJGENZEZ7AQQMTDLLXG4EGZI36 | Die Krokodile : Elektroloks der SBB, ÖBB, RhB und DB | Deutsche Nationalbibliothek | Bild; Text | Deutschland; Schweiz; Österreich; Stuttgart; Frankfurt am Main
6AEY65VO6GQEEUQZBON2ZTFOLHV7VLHP | Xia shui dao xun e ji : = Ein Krokodil taucht ab und ich hinterher | Deutsche Nationalbibliothek | Kinderbuch; Kinderbücher bis 11 Jahre | He fei; Frankfurt am Main
U4RBDVKXZVEB74VJYO2SRNBHMRPBGGSA | Dschungel im Wohnzimmer - Skorpione, Nattern oder Krokodile als Haustier? | Landesarchiv Baden-Württemberg | Audiovisuelles Material | 
K6GA2NUCCZLJKK4ZEI3TTEWRHF275SSQ | Bericht zur Instandsetzung des Hilfsdieselmotors der KROKODIL (Typ GM3/ 268 A): Instandsetzung Motor Nr. 22266 | Bundesarchiv | Akte | 
6YLVUPA4W6JDMM7XXWYQ7E6BYWLAZA5T | Vergleichsangebot der Schill Restaurations- und Lebensmittel-AG [Betriebe: Hackepeter, Zum Krokodil] | Landesarchiv Berlin | Archivale | 
KB5WU5C6H5CUY6QQB6AWK7LZPV374N7V | Bericht zur Instandsetzung des Hauptmotors der KROKODIL (GMC-Motor Typ 16-278 A) | Bundesarchiv | Akte | 
GID7ETKL74WG6X3WIJY7U47BJNITKVXR | Die Dame und das Krokodil : Ruth Drexel und das kritische deutsche Volkstheater | Digitales Deutsches Frauenarchiv; FrauenGenderBibliothek Saar | Artikel | 
6QH2ADOKAI6LSK36DRBFAKMLAR2VHCND | Bericht zur Instandsetzung des Hilfsdieselmotors der KROKODIL (Typ GM3/ 268 A): Instandsetzung Motor Nr. 22360 | Bundesarchiv | Akte | 
66OND5NMFQTUBU7KPPHSOQFPGG2TQMGE | Als erster schwamm Herr Krokodil, Der Meisterschwimmer von dem Nil. | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Illustration | 
6QYETYI2V3SKUXWPNB2CTSRI43YYUFCG | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
7AIMXE2JOHAOTVPJI4RRGE4YZPBTBPKQ | Circus Busch - Pernelet und seine Krokodile, ohne Ortsangabe, ohne Jahr | Berlin-Brandenburgisches Wirtschaftsarchiv e.V. | Fotografie | Berlin
AQ3AZEYNZ65OCSWKYXIIFBMY7R7HYBYA | 80. Geburtstag der ehemaligen Wirtin der Gaststätte "Krokodil" Helene Möloth | Stadtarchiv Karlsruhe | Bild | 
EEYCXC56S76KXKSGHUHM6T6CVYQITTBP | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
GFTU5MU72JDILBFBVV422BFJLPV6XV25 | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
GL5RC6J22RQJ2GWS5Z6VRYRTD54KRCCD | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
JQ3QLGPGKVR5EJL365SAUVE3AUA6PYOL | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
NKMPBOILHY2H74TUBKKC2RJYU525NXEY | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
Q5555UHVXXYHTATYFIPN652JOMXOS5RE | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
R347KSAHP5R45ANA7USING2E5RTJI4IR | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
VU7TQY4RG33QGF7NCUPBJA3GZTMAV7G7 | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
XOHE4VW7YWELURDVGLHG4NQXBAEFUTXK | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
XOT225K67G4PS4VRZKFR3BT7ZBO2GUKO | Potsdam, Römisches Bad, Caldarium, Bodenmosaik:Teichszene mit Enten, Schlangen, Krokodilen. | Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg | Fotografie | 
ZYTVZBMB2EITQP3U6HSZDSWSYOKYK6GB | Renovierung der Gaststätte "Krokodil" am Ludwigsplatz durch die Brauerei Binding | Stadtarchiv Karlsruhe | Bild | 
JV4Z3JIIE4VORVIHTSGVOCR6VYJBBEOV | Ausstellungsmodell einer Gotthard-Güterzug-Elektrolokomotive der SBB (Schweizerische Bundesbahnen) der Baureihe Ce 6/8, genannt "Krokodil". Modell partiell als Schnittmodell ausgeführt : Ausstellungsmodell einer Gotthard-Güterzug-Elektrolokomotive der SBB (Schweizerische Bundesbahnen) der Baureihe Ce 6/8, genannt "Krokodil". Modell partiell als Schnittmodell ausgeführt | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | 
EQZCAKAHGQ6LTYB4TYITHPX5OYOCSVMC | Bericht zur Instandsetzung der KROKODIL.- Wertfliegezeit vom 1. Dez. 1960 - 27. Febr. 1961 | Bundesarchiv | Akte | 
2FQW7Z32IRDMMRTVAAT74NIFHROHRRGE | Die Bärendusche : 45 Geschichten aus d. "Krokodil" | Deutsche Nationalbibliothek |  | Berlin; Frankfurt am Main
2PJIPHGLVGWRPOLA5L7GBG6U6U7SFOOZ | Die grünen Kugeln der Krokodil : lesbische Geschichten | Deutsche Nationalbibliothek | Text | Reckershausen; Frankfurt am Main
3HLY6EHJ4FB2TW2YIJA2DIBUHORIYYMU | Sonne, Strand und Krokodile : das extrastarke Ferienbuch | Deutsche Nationalbibliothek |  | Würzburg; Frankfurt am Main
3YO7FBYMWJ6SSQWSSS4ZOKX4DSAPJK5W | Die grünen Kugeln der Krokodil : lesbische Geschichten | Digitales Deutsches Frauenarchiv; MONAliesA Feministische Bibliothek | Buch | 
4NQUSGAV6XUZ43L5C3HJB6TMZPRQNEEI | Stillleben mit Maske, ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
5MLFZBUAWEOPGSM6ZZK5WJM6MVYMVRCT | Stillleben mit Maske, ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
5V5KCW7QEXQTZFN7XYUKSB4MKCLGN57G | "Der Adler und das Krokodil" "Tantalus-Qualen" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
7B2UQCQ56ZVOYW4YPRFNUTHOKRY33N3B | Die grünen Kugeln der Krokodil : Lesbische Geschichten | Digitales Deutsches Frauenarchiv; LLL e.V. Lesbenarchiv Frankfurt am Main | Buch | 
7EF6235FM3JZZFSW2W5ZUKFIKZ342RUA | Löwe, Elefant und Krokodil : Tiere der Savanne | Deutsche Nationalbibliothek | Kindersachbuch | München; Frankfurt am Main
7P5XM34AMFX7DHAFPRZHJQHYZZIERE3S | Stillleben mit Maske, ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
BW6E6HVWXNFHLJW5N4QWZPOEGQZ2MWWO | König, Kaspar, Krokodil : drei Märchendramen für Kinder | Deutsche Nationalbibliothek | Anthologie; Kinderbuch | Berlin; Frankfurt am Main
ER4RQMR4TPMGPKDUHEM2B4YPZFISY3NC | Stillleben mit Maske, ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
FB7VUKYY6UZZOEYTNGHSHG2R6SHNE6HP | Krokodile im Gepäck : Australien - Reisefieber Down Under | Deutsche Nationalbibliothek | Text | Australien; Hamburg; Frankfurt am Main
FLU7TNB2IVUPQBAHZRHSAQWMMDUTVKLS | Kincl, Georg V., "Schlangen, Krokodile und Drachen" | Sächsisches Staatsarchiv | Akte | 
GNBCV6S7MTYGD5VKF7VRJVPZRQYUXKB3 | St. Peter, Böhl: Sandplastiken am Strand, Krokodil | Landesarchiv Baden-Württemberg | Bild | 
GYZY464PYVCX46XN6NIZPILSP4MAB2MJ | Die Bärendusche : 45 Geschichten aus d. "Krokodil" | Deutsche Nationalbibliothek | Anthologie | Sowjetunion; Berlin; Frankfurt am Main
JG2DIOCDB4LSRGUGS76TP57DQC4PRFFB | Klüngel - das Krokodil mit der Klingel : Musical | Deutsche Nationalbibliothek |  | Haiterbach-Beihingen; Frankfurt am Main
JS2EJNRCWAPK5UJCFQEOEBZYDKPRMTZZ | In stillen Teichen lauern Krokodile : afrikanische Sprichwörter | Deutsche Nationalbibliothek | Wörterbuch | Wuppertal; Frankfurt am Main
NR4JG5AY6UFPUY4GE5HD4W7BQBDMHDZW | Jugendstilrahmen mit Inschrift zur ehemaligen Gaststätte "Krokodil" | Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg; Philipps-Universität Marburg | Relief | Karlsruhe, Waldstraße 63
OG7ON33CSWCC275PVDF2SE34ILV5LJJR | Abenteuerplatz : vom Krokodil und andere spannende Geschichten | Deutsche Nationalbibliothek | Vorlesebücher, Märchen, Sagen, Reime, Lieder | [Neckenmarkt]; Frankfurt am Main
ORVQTV35Z6OKNIQAU5NYUYKZU62PN3S6 | Das Krokodil wollte nicht aus der Festhalle | Archive in NRW; Kreisarchiv Viersen | Zeitungsausschnitt | 
Q56YQUFT7OVNKX7R7TZ37SXOZ32XWSQQ | Stillleben mit Maske, ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
RF2AUIQIFRHPCNDKJC2JGND57PERVMGR | Stillleben mit Maske, ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
SD43LW7PGJ3DRPRIAFJXCXDP5E5D5GWL | Die grünen Kugeln der Krokodil. Lesbische Geschichten | Digitales Deutsches Frauenarchiv; Spinnboden Lesbenarchiv und Bibliothek e.V. | Buch | 
SLILPKOUI3OWU2A4TZGMR2T27R4SUBZF | Viele Krokodile : 25 Jahre Kunst in Berlin | Deutsche Nationalbibliothek | Aufsatzsammlung | Berlin; Frankfurt am Main
T24LBRIBU2UHHYCJU6GZOQDOLGTYQDF2 | Ein Krokodil mit Milchgebiss und andere Geschichten | Deutsche Nationalbibliothek | Anthologie; Kinderbuch | Hannover; Frankfurt am Main
TM7I4ZTWRM6IADSGXMFCUBBO6DHBQFA5 | "Das unglückliche Krokodil" "Was würdest jetzt tun" | Ruprecht-Karls-Universität Heidelberg. Universitätsbibliothek; Ruprecht-Karls-Universität Heidelberg | Grafik | München; Heidelberg
V6MOMDWQT757M3XPSHD5T2JMSVVMUIPX | Radar- und Rechengeräteinheit für Uboote (Projekt Krokodil) | Bundesarchiv | Akte | 
VSVQFXNQLCYRKCR44V5DAIS7OWAD6PEG | Stillleben mit Maske, ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
W34SUUYQBH7OLACABQ5SC5EQQWVO2PCS | Stillleben mit Maske, ausgestopftem Krokodil und Puppe | Stiftung Deutsches Historisches Museum | Negativ (Fotografie) | Berlin Berlin (Ost); Berlin
XGTLTD5IMH2B3NTNUXGPTP46PYCM3VEP | Die Nacht der Krokodile : Kinderprostitution in Bangkok | Deutsche Nationalbibliothek | Erlebnisbericht | Bangkok; München; Frankfurt am Main
5Z6CNEER2XKRGG24RYTZMFWFJHXAPN6B | Landungsboot LSM, Klasse 550, "Krokodil" und "Eidechse".- Formänderungen, Außerdienststellung, Demilitarisierung: Bd. 2 | Bundesarchiv | Akte | 
O7EQNAD5KTSKUR5DOWN3HC5XJG2KQUZV | Landungsboot LSM, Klasse 550, "Krokodil" und "Eidechse".- Formänderungen, Außerdienststellung, Demilitarisierung: Bd. 1 | Bundesarchiv | Akte | 
2PG7OARC2H2AQMEEXTXGKEBWXDO5F3AE | Korrespondenz und Arbeitsanweisungen zur Instandsetzung des KROKODIL.- Werftliegeit: 5. Dez. 1961 - 2. März 1962 | Bundesarchiv | Akte | 
HGJ5VPYSPYEKBN7DEOUYSL3PFU3YFUH6 | Spass und Spiel mit dem Krokodil : von lustigen Sachen zum Spielen, Singen und Selbermachen | Deutsche Nationalbibliothek | Kinderbuch | Würzburg; Frankfurt am Main
764WRSKLGGDYHRTARFQ7SLQSTMRDEMKO | Gerissener Wasserbock : Von einem Krokodil gerissener Wasserbock am Ufer eines Gewässers. Das Tier wurde bereits zerlegt. | Deutsche Fotothek; Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden | Fotografie | Kruger National Park
BGE3ADCE6R2EDKYN2T6BQTK3EXAVL4ZM | Reichenhall, St. Zeno: Westportal, Detail: Krokodil und Nilpferd, Anf. 13. Jhd. | Dia-Archiv des Kunstgeschichtlichen Seminars der Universität Hamburg; Universität Hamburg. Fakultät für Geisteswissenschaften; Universität Hamburg | Fotografie; Positiv | Hamburg
TBOFYDEAX66Q22NTVPKLWOUUU5FXUP5H | De neef van den krokodil schrijft iets als naschrift of epiloog | Staatsbibliothek zu Berlin - Preußischer Kulturbesitz; Stiftung Preußischer Kulturbesitz | Kapitel | 
XZJOTTSOXIIDP3JN6WYRILWXPJ6SBOME | Berechtsame der Braunkohlenmutung "Krokodil" bei Beutnitz (heute: Stara Bytnica), Kr. Crossen | Landesarchiv Sachsen-Anhalt | Akten | 
BVTRMCWOTMBWQXKA2DMGCXKE5J2GGKAK | Drei Außen- und 10 Innenaufnahmen vom anwesen Weintraubengasse 2-4 nach erfolgtem Umbau der Gaststätte "Krokodil". | Stadtarchiv Nürnberg | Archivale | Krokodil (Gaststätte); Weintraubengasse 2; Weintraubengasse 4
3TEU4FVCJN3EZRZHQYDJ4UBXPVN2ZVIX | Das Krokodil im Flugzeug : skurrile Todesfälle auf Reisen | Deutsche Nationalbibliothek | Humoristische Darstellung | Hamburg; Frankfurt am Main
42XFSJUOGEOOIUXNEDODSXSKERYCDAEZ | Besucht ein Krokodil den Nil : die schönsten Ferienwitze | Deutsche Nationalbibliothek | Anthologie; Kinderbuch; Kinderbücher bis 11 Jahre | München; Frankfurt am Main
5L6WIOTNORN2CLR3YX7CW4Z4J6WKDJED | Der Kampf mit dem Krokodil u. a. Humoresken | Deutsche Nationalbibliothek |  | Regensburg; Frankfurt am Main
5QDBFGJZXQXY22DMK3DHBKZ7MDBYJPIU | Die rasante Talfahrt des Krokodils und andere Geschichten | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
6FCUVEPI3AUS5I4RLNOIWMLUREESNH6U | Die Krokodile : e. Münchner Dichterkreis ; Texte u. Dokumente | Deutsche Nationalbibliothek |  | Stuttgart; Frankfurt am Main
72OS6AL277QA75IW7BZEFHRFFQYK5IE4 | Wer hat schon Mitleid mit einem Krokodil : Aphorismen | Deutsche Nationalbibliothek |  | Gauting; Frankfurt am Main
7BWXEUFGDDKBGXAYGGVOGD3CJZIPNE4G | Vom Elefantenkind, das sich fragt, was Krokodile essen | Kreisarchiv Stormarn | Archivale | 
7UXBDUNLZ3WF3NMOOYWIXKNO3WTIVCHM | Krokodil im Schwanensee - Tanz in Deutschland seit 1945 | Akademie der Künste, Archiv | Archivale | 
COC3GZBUE4AMG7AIXJFCGA7L7Z72INI5 | Mein Weg in das Land des schlafenden Krokodils | Deutsche Nationalbibliothek | Erlebnisbericht | Indonesien; Petzenkirchen, Österreich; Frankfurt am Main
