date,country,language,database_or_search_engine,query,institution_checked,result,notes,x_agent
2026-09-24,EG,en,J-STAGE full text PDF,Shimizu 2026 orient.61.109 grep mumm|store|museum|Cairo|kept,Akoris Chapel E; Graeco-Roman Museum Alexandria; Egyptian Museum Cairo,Akoris crocodile mummies kept in Chapel E (2024); 4.8 m specimen; GRM crocodile mummy on litter photographed 2024 (Fig. 5b); litter inv. 19679–19681,UNKNOWN,egypt
2026-09-24,EG,en,"egymonuments.gov.eg sitemap (en/sitemap.aspx, 1171 URLs) + page grep",URLs matching crocod|sobek|mumm|animal; then page text grep crocodil|animal mumm|Sobek for all 24 museum pages and mummy-related news/events,"All 24 MoTA museum pages listed in sitemap (Alexandria National, Airport T2/T3, Crocodile, Egyptian Museum, Gayer-Anderson, Graeco-Roman, Helwan Corner, Hurghada, Imhotep, Kafr el-Sheikh, Manial, Marsa Matrouh, Mummification, Islamic Art, Military, NMEC, Police, Nubia, Royal Jewelry, Sharm, Coptic, Suez, Royal Carriages)",Crocodile holding stated only on Crocodile Museum page; Sharm animal mummies unspecified; all others NO HIT,UNKNOWN,egypt
2026-09-24,EG,ar,egymonuments.gov.eg sitemap (ar) + page grep,تمساح|تماسيح|سوبك|حيوانات محنطة|مومياوات حيوان on all 24 Arabic museum pages,All 24 MoTA museum pages (Arabic),Only متحف التمساح (crocodile) and متحف شرم الشيخ ('يعرض بعض الحيوانات المحنطة'); others NO HIT,UNKNOWN,egypt
2026-09-24,EG,en,nmec.gov.eg WordPress REST search; grandegyptianmuseum.org WordPress REST search,crocodile; Sobek; animal mummies; mummified; تمساح,NMEC; Grand Egyptian Museum,"NMEC: 0 crocodile hits (animal mummies -> Paleobiobank, aDNA lab generic); GEM (.org): 0 hits; gem.eg 403",UNKNOWN,egypt
2026-09-24,EG,en,doi.org / brill.com (403) + Crossref API metadata,"10.1163/21915784-bja10016 (Chudzik & Iwaszczuk 2022, North Asasif crocodile remains)",North Asasif (Polish mission) finds,Abstract: crocodile skeletal remains 'were not mummified' -> excluded (outside corpus definition),UNKNOWN,egypt
2026-09-24,EG,fr,"archive.org ASAE volumes 21-79 (67 items) OCR text, scripts/asae_grep.py; hits in raw/asae_crocodile_grep.tsv",crocodil|Krokodil|coccodrill|تمساح|تماسيح,Egyptian Museum Cairo; Akoris/Tehneh; Tebtunis; Kom Ombo; Graeco-Roman Museum,"~180 line hits; relevant: ASAE 26 Abou-Seif (Tehneh crocodile mummies, unneeded ones stored on site, rest to Cairo Museum) and Lacau (tomb 3 Tehneh); ASAE 31 Breccia (Tebtunis crocodile cemetery examined); ASAE 40 Boak? (Karanis temple altar for crocodile mummy, no object); others iconographic",UNKNOWN,egypt
2026-09-24,FR,fr,collections.louvre.fr (curl),recherche?q=crocodile momie,Musée du Louvre,"429: WADP 'I am not a robot' bot-challenge page, no results",Will retry later / via web search for ark URLs,france
2026-09-24,FR,fr,collections.louvre.fr (WebFetch),recherche?q=crocodile momie,Musée du Louvre,429 Too Many Requests,UNKNOWN,france
2026-09-24,FR,fr,collections.louvre.fr search/export (curl),search/export?q=crocodile&export-limit=5000,Musée du Louvre,429 WADP bot challenge,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,collections.louvre.fr momie de crocodile,Musée du Louvre,"hits: cl010024577 (N 2901), cl010028295 (N 2900), cl010008099 (E 2545 coffin w. croc head), RMN image page",UNKNOWN,france
2026-09-24,FR,fr,WebSearch,site:collections.louvre.fr crocodile momie Antiquités égyptiennes,Musée du Louvre,"same 3 arks + snake/fish mummies, Horus stelae",UNKNOWN,france
2026-09-24,FR,fr,WebSearch,"""momie de crocodile"" Louvre site des collections",Musée du Louvre,no new arks,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,"""crocodile"" ""momie"" collections.louvre.fr ark Numéro principal Basse Époque",Musée du Louvre,no new croc arks,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,"Louvre ""momie d'animal"" crocodile ark:/53355",Musée du Louvre,no new croc arks (dog/cat/shrew mummies),UNKNOWN,france
2026-09-24,FR,fr,WebSearch,Louvre crocodile momifié E 5832,Musée du Louvre,1 hit: cl010015120 = E 5832 momie de crocodile,UNKNOWN,france
2026-09-24,FR,fr,collections.louvre.fr ark JSON (curl),cl010028295 cl010024577 cl010008099 cl010373931 cl010015120 cl010338697 cl010019299 cl010373917 cl010373921 .json,Musée du Louvre,"200 OK; croc: N 2900, N 2901, E 5832, E 2545 (head in coffin); others non-croc",raw JSON saved in raw/,france
2026-09-24,FR,fr,art.rmngp.fr (curl+WebFetch),momie-de-crocodile-d23678bc...,Musée du Louvre,curl TLS name mismatch; WebFetch 503,UNKNOWN,france
2026-09-24,FR,en,"doi.org / mdpi.com / mdpi-res.com (curl, WebFetch)",10.3390/heritage8100415 (Pubblico 2025),Musée du Louvre; Musée des Confluences,"HTML 403; PDF 200 via mdpi-res.com; Louvre E 5832 & N 2901 ter; MdC 3 specimens (species not stated); croc leads MM 7892, MM 12008, CMNH 1867-4, PAHMA 6-21633, Sharm el-Sheikh",UNKNOWN,france
2026-09-24,FR,fr,WebSearch,"""N 2901 ter"" OR ""N 2901 bis"" crocodile Louvre",Musée du Louvre,0 hits for ter/bis; only N 2901/N 2900,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,"Louvre ""momie de crocodile"" ""Salle 318"" OR ""non exposé"" collections",Musée du Louvre,new: cl010014020 = N 2902 croc mummy; franceinfo article on croc mummy restored at Louvre-Lens,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,Musée des Confluences collections en ligne momie crocodile,Musée des Confluences,portal notice 'oeuf d'une momie de crocodile'; MdC news page; Louvre cl010371654 (E 21358 croc head),UNKNOWN,france
2026-09-24,FR,fr,WebSearch,"museedesconfluences.fr ""momie de crocodile""",Musée des Confluences; Institut Calvet; MAH Genève,"MdC 'momie de crocodile sacré' resource page; Institut Calvet node/2137 'Momie de crocodile'; MAH Genève D-0337, D-0241; Echosciences Grenoble; CNRS ASM press",UNKNOWN,france
2026-09-24,FR,fr,collections.louvre.fr ark JSON,cl010014020 cl010014009 cl010014025 cl010371654,Musée du Louvre,N 2902 croc; E 21358 croc head fragment; 2 cat mummies,UNKNOWN,france
2026-09-24,FR,fr,institutcalvet.fr site search,search/node?keys=crocodile ; keys=momie,Institut Calvet (Avignon),"1 croc mummy (A100, L 59 cm); other hits coins, ibis mummy, infant mummy",UNKNOWN,france
2026-09-24,FR,fr,portail.museedesconfluences.fr (Alphamosa portal) search,"recherche_libre=crocodile (all fields, 5 pages x 80)",Musée des Confluences,"362 hits; ~298 Egyptian crocodile mummy/part records (inv. 9000xxxx): momies, jeunes crocodiles, bébés, amas de bébés, têtes, crânes, fragments, queue, patte, oeufs, embryon, simulacre, dents; rest modern zoology/ethnology",raw/mdc_search_crocodile.tsv,france
2026-09-24,FR,fr,Louvre ark scan (curl .json),cl010013950-cl010014150 sequential ark JSON (1 req/1.5s),Musée du Louvre,in progress; animal-mummy cluster found around cl0100140xx,"search endpoint blocked, so polite ark-neighbourhood scan used",france
2026-09-24,FR,fr,WebSearch,Muséum national d'Histoire naturelle momie de crocodile collection anatomie comparée Égypte,MNHN Paris,OCIM article on MNHN mummies (human only); Persée Nicolotti & Robert 1994; Grand Curtius Liège page,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,science.mnhn.fr crocodile momie Crocodylus niloticus momifié,MNHN Paris,par.nsf.gov Hekkala 2022 PDF (MNHN-RA crocodile mummies); Echosciences Grenoble,UNKNOWN,france
2026-09-24,FR,fr,science.mnhn.fr (curl),"collection/ra/item/1986.1471, 1886.445, 1986.1473",MNHN Paris,403 Cloudflare challenge,UNKNOWN,france
2026-09-24,FR,fr,GBIF API,occurrence/search institutionCode=MNHN collectionCode=RA q=momie,MNHN Paris,"1 hit, not croc (Phelsuma)",UNKNOWN,france
2026-09-24,FR,fr,GBIF API,occurrence/search datasetKey=217b0d4f (MNHN RA) familyKey=5685 country=EG,MNHN Paris,"18 records; 13 from sepulchral localities (Thèbes, Samoun, Kom Ombo) with photos; 0.7515 etc. are non-mummy specimens",images via GBIF image cache (mediaphoto.mnhn.fr 403),france
2026-09-24,FR,fr,journals.openedition.org (WebFetch),ocim/966 Carminati 2011 Les momies du MNHN,MNHN Paris,human mummies only; no crocodiles,UNKNOWN,france
2026-09-24,FR,en,journals.plos.org,10.1371/journal.pone.0229140,Musée des Confluences,"MHNL 90001850 croc mummy, Esna or Kom Ombo",UNKNOWN,france
2026-09-24,FR,en,WebSearch + fount.aucegypt.edu,Porcier 2019 Wild crocodiles hunted ... synchrotron Montauban,Musée des Confluences; Muséum Victor Brun Montauban,"Specimen is MHNL 90001591 (Lyon, Kom Ombo), not Montauban",UNKNOWN,france
2026-09-24,FR,fr,persee.fr (curl PDF; WebFetch),mhnly_0373-6636_1994_num_32_1_1141 Nicolotti & Robert 1994,Musée des Confluences,"PDF blocked (altcha 403); landing page metadata only, no text",UNKNOWN,france
2026-09-24,FR,fr,museedesconfluences.fr (curl),actualites/la-collection-de-momies-animales-egypte,Musée des Confluences,official: 'près de 2 500 momies animales'; crocodiles among species; no crocodile count,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,"""momie de crocodile"" musée France collection égyptienne -Louvre",various,Grand Curtius Liège I/681 (BE lead); Echosciences; MdC; Persée,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,"""crocodile momifié"" musée égyptologie collection France",various,Louvre cl010371654; CNRS pages on MdC 90001591; no new French institution,UNKNOWN,france
2026-09-24,FR,fr,echosciences-grenoble.fr (WebFetch),a-la-decouverte-d-une-momie-egyptienne-de-crocodile-vieille-de-2-000-ans,Musée des Confluences,"concerns MHNL 90001591 (Kom Ombo), MdC Lyon",UNKNOWN,france
2026-09-24,FR,fr,data.gouv.fr API,datasets q=joconde,Base Joconde (all musées de France),found dataset 5b448216a3a729752eb11d6f with full CSV export (1.2 GB) at ministere-culture.s3.sbg.io.cloud.ovh.net/POP/joconde.csv; streamed & filtered (regex crocodil|sobek|sebek|souchos|suchos|kom ombo),UNKNOWN,france
2026-09-24,FR,en,cambridge.org (curl via doi.org),10.1017/RDC.2016.102 Richardin et al. 2017,Musée des Confluences,abstract only (paywall); 63 MdC animal mummies dated,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,Montauban muséum Victor Brun momie crocodile,"Muséum Victor Brun, Montauban",NOT PERFORMED: session WebSearch budget (200) exhausted,UNKNOWN,france
2026-09-24,FR,fr,WebSearch,Marseille musée d'Archéologie méditerranéenne Vieille Charité momie crocodile Clot-Bey,MAM Marseille,NOT PERFORMED: session WebSearch budget exhausted,UNKNOWN,france
2026-09-24,FR,fr,portail.museedesconfluences.fr search,recherche_libre=Kôm Ombo / Ombo,Musée des Confluences,"243 hits; 12 already-known croc records; 27 'momie d'animal' checked = bird skeletons/raptors; 1 'Crocodylus sp.' egg (herpetology, not mummified) - no new croc mummies",UNKNOWN,france
2026-09-24,FR,fr,portail.museedesconfluences.fr search,recherche_libre=Sobek ; Samoun ; saurien,Musée des Confluences,0 hits each,UNKNOWN,france
2026-09-24,FR,fr,portail.museedesconfluences.fr search,recherche_libre=Crocodylus ; Esna,Musée des Confluences,Crocodylus 40 hits (modern herpetology); Esna 25 hits (croc ones already known; 9 'momie d'animal' = non-croc),UNKNOWN,france
2026-09-24,FR,fr,portail.museedesconfluences.fr notices,298 crocodile notices fetched and parsed (1.2 s/request),Musée des Confluences,297 Egyptian crocodile mummy/part records written; 1 modern Madagascar skin excluded,raw/mdc_notices.jsonl,france
2026-09-24,FR,fr,Joconde open-data CSV (streamed),regex crocodil|sobek|sebek|souchos|suchos|kom ombo over full export,all musées de France in Joconde,"pass 1 stopped after ~1,000,000 lines: 741 matching rows; croc mummies Cherbourg x3, Sens 1, Nancy 1, Verdun 1, Besançon x3, Louvre N 2901; pass 2 failed (0 lines) - REMAINDER OF FILE NOT FILTERED",raw/joconde_crocodile_rows.csv,france
2026-09-24,FR,fr,pop.culture.gouv.fr (curl),notice/joconde/06780001908,Muséum Emmanuel-Liais Cherbourg,200; momie de crocodile MEL 2006.0.226,UNKNOWN,france
2026-09-24,FR,fr,collections.louvre.fr ark scan,"cl010024537-617, cl010028255-335, cl010015080-160, cl010371614-694 (partly)",Musée du Louvre,new: AF 2053 'momie de crocodile (?)' (cl010015094),UNKNOWN,france
2026-09-24,FR,fr,archive.org advancedsearch API,title:(faune momifiée) ; (Lortet AND Gaillard),Lortet & Gaillard,only Gaillard & Daressy 1905 Cairo CG catalogue; Lyon Archives volumes not found,UNKNOWN,france
2026-09-24,DE,de,museum-digital global JSON API (global.museum-digital.org/json/objects?s=),Krokodilmumie,UNKNOWN,0 hits,UNKNOWN,germany
2026-09-24,DE,de,museum-digital global JSON API,Krokodil,UNKNOWN,"324 hits; crocodile mummies: none titled so (Görlitz EK 102-1999-4 'Mumie' found via other query); rest figures, prints, coins, specimens",list saved raw/md_global_Krokodil.txt,germany
2026-09-24,DE,de,museum-digital global JSON API,Tiermumie,UNKNOWN,0 hits,UNKNOWN,germany
2026-09-24,DE,de,museum-digital global JSON API,Mumie,UNKNOWN,"135 hits; crocodile mummies: Museum August Kestner 2010 und 2911; Görlitz EK 102-1999-6; Gustav-Lübcke-Museum Hamm 1867; Görlitz EK 102-1999-4 ('Mumie'); other animal mummies: Waldenburg bird NAT 1758, Görlitz falcon EK 196-1999-47, Kestner cat 2025.22",raw/md_global_Mumie.txt,germany
2026-09-24,DE,de,museum-digital global JSON API,Krokodilsmumie,UNKNOWN,1 hit: Kulturhistorisches Museum Görlitz EK 102-1999-6,UNKNOWN,germany
2026-09-24,DE,en,museum-digital global JSON API,crocodile mummy,UNKNOWN,1 hit: Berlin ÄM 11486 statuette of crocodile carrying mummy (not a mummy),UNKNOWN,germany
2026-09-24,DE,en,museum-digital global JSON API,crocodile,UNKNOWN,"20 hits; no crocodile mummies (Berlin ÄM 11486, ÄM 20598 statuettes; natural history specimens)",UNKNOWN,germany
2026-09-24,DE,de,museum-digital global JSON API,Sobek,UNKNOWN,"10 hits; 1 crocodile mummy record: Museum August Kestner 'Zwei Krokodilsmumien' 2010 und 2911; also Kestner Sobek figure 1935.200.573, Berlin statuettes",UNKNOWN,germany
2026-09-24,DE,de,museum-digital global JSON API,Suchos,UNKNOWN,1 hit: Berlin papyrus P 25206 (not relevant),UNKNOWN,germany
2026-09-24,DE,la,museum-digital global JSON API,Crocodylus,UNKNOWN,"5 hits; no mummies (skin, skull, eggs of modern specimens)",UNKNOWN,germany
2026-09-24,DE,de,museum-digital global JSON API,mumifiziert,UNKNOWN,"11 hits; crocodile mummies: Kestner 2010 und 2911, Görlitz EK 102-1999-4 and EK 102-1999-6, Hamm 1867; bird mummies Museum Ulm 1920.4618i, 1913.3040a/b",UNKNOWN,germany
2026-09-24,DE,de,museum-digital global JSON API tag search,tag_id=5641 (Crocodilia),UNKNOWN,"87 hits; crocodile mummies: Görlitz EK 102-1999-6, EK 102-1999-4; Kestner 2010 und 2911; Hamm 1867; rest non-mummy",raw/md_tag_5641_Crocodilia.txt; script scripts/md_tag.py,germany
2026-09-24,DE,de,museum-digital JSON object records,"json/object/1727933, 1786299, 1786298, 1786138, 174064",UNKNOWN,"full records retrieved (descriptions, dimensions, licence CC BY-NC-SA, image files)",saved raw/md_obj_*.json,germany
2026-09-24,DE,de,WebSearch,Museum August Kestner Krokodilmumie,Museum August Kestner,museum-digital records (nds 80012 / nat 964180 = same object 1727933); hannover.de education programme 'Katzengöttin und Krokodilmumie',UNKNOWN,germany
2026-09-24,DE,de,WebSearch,Gustav-Lübcke-Museum Hamm Krokodil Mumie ägyptische Sammlung,Gustav-Lübcke-Museum Hamm,"museum-digital 174064; school blog mentions 'mumifizierten Krokodilen' (plural, candidate only)",UNKNOWN,germany
2026-09-24,DE,de,museum-hamm.de (official site),homepage / collection pages,Gustav-Lübcke-Museum Hamm,no collection pages; no crocodile mention; exhibition preview 'Die Männer hinter der Mumie',UNKNOWN,germany
2026-09-24,DE,de,museum-digital global JSON API,EK 102-1999; 'Archäologie international',Kulturhistorisches Museum Görlitz,102 hits for 'Archäologie international'; only the two crocodile records EK 102-1999-4 and -6 and falcon mummy EK 196-1999-47 are animal mummies,UNKNOWN,germany
2026-09-24,DE,de,SMB digital collections API (search.smb.museum/api/objects/search-expert),q=Krokodil (all SMB collections),Staatliche Museen zu Berlin,115 hits; 0 crocodile mummies,endpoint found in site JS; script scripts/smb_search.py; raw/smb_Krokodil_all.txt,germany
2026-09-24,DE,de,"SMB API search-expert, org_units=Ägyptisches Museum und Papyrussammlung",q=Krokodil / Krokodils,Ägyptisches Museum und Papyrussammlung Berlin,"11 hits; 0 crocodile mummies (statuettes ÄM 20598, ÄM 11486, stelae, papyri)",UNKNOWN,germany
2026-09-24,DE,de,"SMB API search-expert, ÄM",q=Krokodilmumie; Tiermumie; crocodile; Crocodylus,Ägyptisches Museum und Papyrussammlung Berlin,0 hits each,UNKNOWN,germany
2026-09-24,DE,de,"SMB API search-expert, ÄM",q=Sobek; Suchos,Ägyptisches Museum und Papyrussammlung Berlin,8 hits each; 0 crocodile mummies,UNKNOWN,germany
2026-09-24,DE,de,"SMB API search-expert, ÄM",q=Mumie,Ägyptisches Museum und Papyrussammlung Berlin,100 hits; animal mummy only: Katzenmumie obj-607531; no crocodile,raw/smb_AEM_Mumie.txt,germany
2026-09-24,DE,de,"SMB API search-expert, ÄM",q=Tier; Tiere,Ägyptisches Museum und Papyrussammlung Berlin,73/72 hits; no crocodile mummy,UNKNOWN,germany
2026-09-24,DE,de,"SMB API search-expert, ÄM",objectType=Tier (Mumie); objectType=Tier,Ägyptisches Museum und Papyrussammlung Berlin,"3 hits: ram skull obj-757882, cat mummy obj-607531, animal coffin obj-771138; no crocodile",UNKNOWN,germany
2026-09-24,DE,de,"SMB API search-expert, ÄM",q=Kom Ombo; Fayum; Tebtynis,Ägyptisches Museum und Papyrussammlung Berlin,"2 / 967 / 24 hits; papyri and coffins only, no crocodile mummies",UNKNOWN,germany
